Batsman,Opponent,Total Runs,Venue
RA Tripathi,Chennai Super Kings,8,"Wankhede Stadium, Mumbai"
RD Gaikwad,Kolkata Knight Riders,64,"Wankhede Stadium, Mumbai"
SP Narine,Chennai Super Kings,4,"Wankhede Stadium, Mumbai"
Shubman Gill,Chennai Super Kings,0,"Wankhede Stadium, Mumbai"
C Sakariya,Royal Challengers Bangalore,0,"Wankhede Stadium, Mumbai"
CH Morris,Royal Challengers Bangalore,10,"Wankhede Stadium, Mumbai"
D Padikkal,Rajasthan Royals,101,"Wankhede Stadium, Mumbai"
DA Miller,Royal Challengers Bangalore,0,"Wankhede Stadium, Mumbai"
JC Buttler,Royal Challengers Bangalore,8,"Wankhede Stadium, Mumbai"
M Vohra,Royal Challengers Bangalore,7,"Wankhede Stadium, Mumbai"
R Parag,Royal Challengers Bangalore,25,"Wankhede Stadium, Mumbai"
R Tewatia,Royal Challengers Bangalore,40,"Wankhede Stadium, Mumbai"
S Dube,Royal Challengers Bangalore,46,"Wankhede Stadium, Mumbai"
S Gopal,Royal Challengers Bangalore,7,"Wankhede Stadium, Mumbai"
SV Samson,Royal Challengers Bangalore,21,"Wankhede Stadium, Mumbai"
V Kohli,Rajasthan Royals,72,"Wankhede Stadium, Mumbai"
CH Gayle,Mumbai Indians,43,"MA Chidambaram Stadium, Chepauk, Chennai"
HH Pandya,Punjab Kings,1,"MA Chidambaram Stadium, Chepauk, Chennai"
Ishan Kishan,Punjab Kings,6,"MA Chidambaram Stadium, Chepauk, Chennai"
KA Pollard,Punjab Kings,16,"MA Chidambaram Stadium, Chepauk, Chennai"
KH Pandya,Punjab Kings,3,"MA Chidambaram Stadium, Chepauk, Chennai"
KL Rahul,Mumbai Indians,60,"MA Chidambaram Stadium, Chepauk, Chennai"
MA Agarwal,Mumbai Indians,25,"MA Chidambaram Stadium, Chepauk, Chennai"
Q de Kock,Punjab Kings,3,"MA Chidambaram Stadium, Chepauk, Chennai"
RG Sharma,Punjab Kings,63,"MA Chidambaram Stadium, Chepauk, Chennai"
SA Yadav,Punjab Kings,33,"MA Chidambaram Stadium, Chepauk, Chennai"
AD Russell,Rajasthan Royals,9,"Wankhede Stadium, Mumbai"
DA Miller,Kolkata Knight Riders,24,"Wankhede Stadium, Mumbai"
JC Buttler,Kolkata Knight Riders,5,"Wankhede Stadium, Mumbai"
KD Karthik,Rajasthan Royals,25,"Wankhede Stadium, Mumbai"
N Rana,Rajasthan Royals,22,"Wankhede Stadium, Mumbai"
PJ Cummins,Rajasthan Royals,10,"Wankhede Stadium, Mumbai"
R Tewatia,Kolkata Knight Riders,5,"Wankhede Stadium, Mumbai"
RA Tripathi,Rajasthan Royals,36,"Wankhede Stadium, Mumbai"
S Dube,Kolkata Knight Riders,22,"Wankhede Stadium, Mumbai"
SP Narine,Rajasthan Royals,6,"Wankhede Stadium, Mumbai"
SV Samson,Kolkata Knight Riders,42,"Wankhede Stadium, Mumbai"
Shivam Mavi,Rajasthan Royals,5,"Wankhede Stadium, Mumbai"
Shubman Gill,Rajasthan Royals,11,"Wankhede Stadium, Mumbai"
YBK Jaiswal,Kolkata Knight Riders,22,"Wankhede Stadium, Mumbai"
AB de Villiers,Chennai Super Kings,4,"Wankhede Stadium, Mumbai"
AT Rayudu,Royal Challengers Bangalore,14,"Wankhede Stadium, Mumbai"
D Padikkal,Chennai Super Kings,34,"Wankhede Stadium, Mumbai"
DT Christian,Chennai Super Kings,1,"Wankhede Stadium, Mumbai"
F du Plessis,Royal Challengers Bangalore,50,"Wankhede Stadium, Mumbai"
GJ Maxwell,Chennai Super Kings,22,"Wankhede Stadium, Mumbai"
HV Patel,Chennai Super Kings,0,"Wankhede Stadium, Mumbai"
KA Jamieson,Chennai Super Kings,16,"Wankhede Stadium, Mumbai"
MS Dhoni,Royal Challengers Bangalore,2,"Wankhede Stadium, Mumbai"
Mohammed Siraj,Chennai Super Kings,12,"Wankhede Stadium, Mumbai"
Navdeep Saini,Chennai Super Kings,2,"Wankhede Stadium, Mumbai"
RA Jadeja,Royal Challengers Bangalore,62,"Wankhede Stadium, Mumbai"
RD Gaikwad,Royal Challengers Bangalore,33,"Wankhede Stadium, Mumbai"
SK Raina,Royal Challengers Bangalore,24,"Wankhede Stadium, Mumbai"
V Kohli,Chennai Super Kings,8,"Wankhede Stadium, Mumbai"
Washington Sundar,Chennai Super Kings,7,"Wankhede Stadium, Mumbai"
YS Chahal,Chennai Super Kings,8,"Wankhede Stadium, Mumbai"
Abhishek Sharma,Delhi Capitals,5,"MA Chidambaram Stadium, Chepauk, Chennai"
DA Warner,Delhi Capitals,8,"MA Chidambaram Stadium, Chepauk, Chennai"
J Suchith,Delhi Capitals,14,"MA Chidambaram Stadium, Chepauk, Chennai"
JM Bairstow,Delhi Capitals,38,"MA Chidambaram Stadium, Chepauk, Chennai"
KM Jadhav,Delhi Capitals,9,"MA Chidambaram Stadium, Chepauk, Chennai"
KS Williamson,Delhi Capitals,70,"MA Chidambaram Stadium, Chepauk, Chennai"
MP Stoinis,Sunrisers Hyderabad,2,"MA Chidambaram Stadium, Chepauk, Chennai"
PP Shaw,Sunrisers Hyderabad,53,"MA Chidambaram Stadium, Chepauk, Chennai"
RR Pant,Sunrisers Hyderabad,42,"MA Chidambaram Stadium, Chepauk, Chennai"
Rashid Khan,Delhi Capitals,0,"MA Chidambaram Stadium, Chepauk, Chennai"
S Dhawan,Sunrisers Hyderabad,28,"MA Chidambaram Stadium, Chepauk, Chennai"
SO Hetmyer,Sunrisers Hyderabad,1,"MA Chidambaram Stadium, Chepauk, Chennai"
SPD Smith,Sunrisers Hyderabad,34,"MA Chidambaram Stadium, Chepauk, Chennai"
V Shankar,Delhi Capitals,8,"MA Chidambaram Stadium, Chepauk, Chennai"
Virat Singh,Delhi Capitals,4,"MA Chidambaram Stadium, Chepauk, Chennai"
AD Russell,Punjab Kings,10,"Narendra Modi Stadium, Ahmedabad"
Arshdeep Singh,Kolkata Knight Riders,1,"Narendra Modi Stadium, Ahmedabad"
CH Gayle,Kolkata Knight Riders,0,"Narendra Modi Stadium, Ahmedabad"
CJ Jordan,Kolkata Knight Riders,30,"Narendra Modi Stadium, Ahmedabad"
DJ Hooda,Kolkata Knight Riders,1,"Narendra Modi Stadium, Ahmedabad"
EJG Morgan,Punjab Kings,47,"Narendra Modi Stadium, Ahmedabad"
KD Karthik,Punjab Kings,12,"Narendra Modi Stadium, Ahmedabad"
KL Rahul,Kolkata Knight Riders,19,"Narendra Modi Stadium, Ahmedabad"
M Shahrukh Khan,Kolkata Knight Riders,13,"Narendra Modi Stadium, Ahmedabad"
MA Agarwal,Kolkata Knight Riders,31,"Narendra Modi Stadium, Ahmedabad"
MC Henriques,Kolkata Knight Riders,2,"Narendra Modi Stadium, Ahmedabad"
Mohammed Shami,Kolkata Knight Riders,1,"Narendra Modi Stadium, Ahmedabad"
N Pooran,Kolkata Knight Riders,19,"Narendra Modi Stadium, Ahmedabad"
N Rana,Punjab Kings,0,"Narendra Modi Stadium, Ahmedabad"
RA Tripathi,Punjab Kings,41,"Narendra Modi Stadium, Ahmedabad"
Ravi Bishnoi,Kolkata Knight Riders,1,"Narendra Modi Stadium, Ahmedabad"
SP Narine,Punjab Kings,0,"Narendra Modi Stadium, Ahmedabad"
Shubman Gill,Punjab Kings,9,"Narendra Modi Stadium, Ahmedabad"
AB de Villiers,Delhi Capitals,75,"Narendra Modi Stadium, Ahmedabad"
D Padikkal,Delhi Capitals,17,"Narendra Modi Stadium, Ahmedabad"
DR Sams,Delhi Capitals,3,"Narendra Modi Stadium, Ahmedabad"
GJ Maxwell,Delhi Capitals,25,"Narendra Modi Stadium, Ahmedabad"
MP Stoinis,Royal Challengers Bangalore,22,"Narendra Modi Stadium, Ahmedabad"
PP Shaw,Royal Challengers Bangalore,21,"Narendra Modi Stadium, Ahmedabad"
RM Patidar,Delhi Capitals,31,"Narendra Modi Stadium, Ahmedabad"
RR Pant,Royal Challengers Bangalore,58,"Narendra Modi Stadium, Ahmedabad"
S Dhawan,Royal Challengers Bangalore,6,"Narendra Modi Stadium, Ahmedabad"
SO Hetmyer,Royal Challengers Bangalore,53,"Narendra Modi Stadium, Ahmedabad"
SPD Smith,Royal Challengers Bangalore,4,"Narendra Modi Stadium, Ahmedabad"
V Kohli,Delhi Capitals,12,"Narendra Modi Stadium, Ahmedabad"
Washington Sundar,Delhi Capitals,6,"Narendra Modi Stadium, Ahmedabad"
DA Warner,Chennai Super Kings,57,"Arun Jaitley Stadium, Delhi"
F du Plessis,Sunrisers Hyderabad,56,"Arun Jaitley Stadium, Delhi"
JM Bairstow,Chennai Super Kings,7,"Arun Jaitley Stadium, Delhi"
KM Jadhav,Chennai Super Kings,12,"Arun Jaitley Stadium, Delhi"
KS Williamson,Chennai Super Kings,26,"Arun Jaitley Stadium, Delhi"
MK Pandey,Chennai Super Kings,61,"Arun Jaitley Stadium, Delhi"
MM Ali,Sunrisers Hyderabad,15,"Arun Jaitley Stadium, Delhi"
RA Jadeja,Sunrisers Hyderabad,7,"Arun Jaitley Stadium, Delhi"
RD Gaikwad,Sunrisers Hyderabad,75,"Arun Jaitley Stadium, Delhi"
SK Raina,Sunrisers Hyderabad,17,"Arun Jaitley Stadium, Delhi"
DA Miller,Mumbai Indians,7,"Arun Jaitley Stadium, Delhi"
JC Buttler,Mumbai Indians,41,"Arun Jaitley Stadium, Delhi"
KA Pollard,Rajasthan Royals,16,"Arun Jaitley Stadium, Delhi"
KH Pandya,Rajasthan Royals,39,"Arun Jaitley Stadium, Delhi"
Q de Kock,Rajasthan Royals,70,"Arun Jaitley Stadium, Delhi"
R Parag,Mumbai Indians,8,"Arun Jaitley Stadium, Delhi"
RG Sharma,Rajasthan Royals,14,"Arun Jaitley Stadium, Delhi"
S Dube,Mumbai Indians,35,"Arun Jaitley Stadium, Delhi"
SA Yadav,Rajasthan Royals,16,"Arun Jaitley Stadium, Delhi"
SV Samson,Mumbai Indians,42,"Arun Jaitley Stadium, Delhi"
YBK Jaiswal,Mumbai Indians,32,"Arun Jaitley Stadium, Delhi"
AD Russell,Delhi Capitals,45,"Narendra Modi Stadium, Ahmedabad"
EJG Morgan,Delhi Capitals,0,"Narendra Modi Stadium, Ahmedabad"
KD Karthik,Delhi Capitals,14,"Narendra Modi Stadium, Ahmedabad"
MP Stoinis,Kolkata Knight Riders,6,"Narendra Modi Stadium, Ahmedabad"
N Rana,Delhi Capitals,15,"Narendra Modi Stadium, Ahmedabad"
PJ Cummins,Delhi Capitals,11,"Narendra Modi Stadium, Ahmedabad"
PP Shaw,Kolkata Knight Riders,82,"Narendra Modi Stadium, Ahmedabad"
RA Tripathi,Delhi Capitals,19,"Narendra Modi Stadium, Ahmedabad"
RR Pant,Kolkata Knight Riders,16,"Narendra Modi Stadium, Ahmedabad"
S Dhawan,Kolkata Knight Riders,46,"Narendra Modi Stadium, Ahmedabad"
SO Hetmyer,Kolkata Knight Riders,0,"Narendra Modi Stadium, Ahmedabad"
SP Narine,Delhi Capitals,0,"Narendra Modi Stadium, Ahmedabad"
Shubman Gill,Delhi Capitals,43,"Narendra Modi Stadium, Ahmedabad"
AB de Villiers,Punjab Kings,3,"Narendra Modi Stadium, Ahmedabad"
CH Gayle,Royal Challengers Bangalore,46,"Narendra Modi Stadium, Ahmedabad"
D Padikkal,Punjab Kings,7,"Narendra Modi Stadium, Ahmedabad"
DJ Hooda,Royal Challengers Bangalore,5,"Narendra Modi Stadium, Ahmedabad"
DR Sams,Punjab Kings,3,"Narendra Modi Stadium, Ahmedabad"
GJ Maxwell,Punjab Kings,0,"Narendra Modi Stadium, Ahmedabad"
HV Patel,Punjab Kings,31,"Narendra Modi Stadium, Ahmedabad"
Harpreet Brar,Royal Challengers Bangalore,25,"Narendra Modi Stadium, Ahmedabad"
KA Jamieson,Punjab Kings,16,"Narendra Modi Stadium, Ahmedabad"
KL Rahul,Royal Challengers Bangalore,91,"Narendra Modi Stadium, Ahmedabad"
M Shahrukh Khan,Royal Challengers Bangalore,0,"Narendra Modi Stadium, Ahmedabad"
Mohammed Siraj,Punjab Kings,0,"Narendra Modi Stadium, Ahmedabad"
N Pooran,Royal Challengers Bangalore,0,"Narendra Modi Stadium, Ahmedabad"
P Simran Singh,Royal Challengers Bangalore,7,"Narendra Modi Stadium, Ahmedabad"
RM Patidar,Punjab Kings,31,"Narendra Modi Stadium, Ahmedabad"
Shahbaz Ahmed,Punjab Kings,8,"Narendra Modi Stadium, Ahmedabad"
V Kohli,Punjab Kings,35,"Narendra Modi Stadium, Ahmedabad"
AT Rayudu,Mumbai Indians,72,"Arun Jaitley Stadium, Delhi"
F du Plessis,Mumbai Indians,50,"Arun Jaitley Stadium, Delhi"
HH Pandya,Chennai Super Kings,16,"Arun Jaitley Stadium, Delhi"
JDS Neesham,Chennai Super Kings,0,"Arun Jaitley Stadium, Delhi"
KA Pollard,Chennai Super Kings,87,"Arun Jaitley Stadium, Delhi"
KH Pandya,Chennai Super Kings,32,"Arun Jaitley Stadium, Delhi"
MM Ali,Mumbai Indians,58,"Arun Jaitley Stadium, Delhi"
Q de Kock,Chennai Super Kings,38,"Arun Jaitley Stadium, Delhi"
RA Jadeja,Mumbai Indians,22,"Arun Jaitley Stadium, Delhi"
RD Gaikwad,Mumbai Indians,4,"Arun Jaitley Stadium, Delhi"
RG Sharma,Chennai Super Kings,35,"Arun Jaitley Stadium, Delhi"
SA Yadav,Chennai Super Kings,3,"Arun Jaitley Stadium, Delhi"
SK Raina,Mumbai Indians,2,"Arun Jaitley Stadium, Delhi"
Abdul Samad,Rajasthan Royals,10,"Arun Jaitley Stadium, Delhi"
B Kumar,Rajasthan Royals,14,"Arun Jaitley Stadium, Delhi"
DA Miller,Sunrisers Hyderabad,7,"Arun Jaitley Stadium, Delhi"
JC Buttler,Sunrisers Hyderabad,124,"Arun Jaitley Stadium, Delhi"
JM Bairstow,Rajasthan Royals,30,"Arun Jaitley Stadium, Delhi"
KM Jadhav,Rajasthan Royals,19,"Arun Jaitley Stadium, Delhi"
KS Williamson,Rajasthan Royals,20,"Arun Jaitley Stadium, Delhi"
MK Pandey,Rajasthan Royals,31,"Arun Jaitley Stadium, Delhi"
Mohammad Nabi,Rajasthan Royals,17,"Arun Jaitley Stadium, Delhi"
R Parag,Sunrisers Hyderabad,15,"Arun Jaitley Stadium, Delhi"
Rashid Khan,Rajasthan Royals,0,"Arun Jaitley Stadium, Delhi"
SV Samson,Sunrisers Hyderabad,48,"Arun Jaitley Stadium, Delhi"
Sandeep Sharma,Rajasthan Royals,8,"Arun Jaitley Stadium, Delhi"
V Shankar,Rajasthan Royals,8,"Arun Jaitley Stadium, Delhi"
YBK Jaiswal,Sunrisers Hyderabad,12,"Arun Jaitley Stadium, Delhi"
CH Gayle,Delhi Capitals,13,"Narendra Modi Stadium, Ahmedabad"
CJ Jordan,Delhi Capitals,2,"Narendra Modi Stadium, Ahmedabad"
DJ Hooda,Delhi Capitals,1,"Narendra Modi Stadium, Ahmedabad"
DJ Malan,Delhi Capitals,26,"Narendra Modi Stadium, Ahmedabad"
Harpreet Brar,Delhi Capitals,4,"Narendra Modi Stadium, Ahmedabad"
M Shahrukh Khan,Delhi Capitals,4,"Narendra Modi Stadium, Ahmedabad"
MA Agarwal,Delhi Capitals,99,"Narendra Modi Stadium, Ahmedabad"
P Simran Singh,Delhi Capitals,12,"Narendra Modi Stadium, Ahmedabad"
PP Shaw,Punjab Kings,39,"Narendra Modi Stadium, Ahmedabad"
RR Pant,Punjab Kings,14,"Narendra Modi Stadium, Ahmedabad"
S Dhawan,Punjab Kings,69,"Narendra Modi Stadium, Ahmedabad"
SO Hetmyer,Punjab Kings,16,"Narendra Modi Stadium, Ahmedabad"
SPD Smith,Punjab Kings,24,"Narendra Modi Stadium, Ahmedabad"
AB de Villiers,Kolkata Knight Riders,0,"Zayed Cricket Stadium, Abu Dhabi"
D Padikkal,Kolkata Knight Riders,22,"Zayed Cricket Stadium, Abu Dhabi"
GJ Maxwell,Kolkata Knight Riders,10,"Zayed Cricket Stadium, Abu Dhabi"
HV Patel,Kolkata Knight Riders,12,"Zayed Cricket Stadium, Abu Dhabi"
KA Jamieson,Kolkata Knight Riders,4,"Zayed Cricket Stadium, Abu Dhabi"
KS Bharat,Kolkata Knight Riders,16,"Zayed Cricket Stadium, Abu Dhabi"
Mohammed Siraj,Kolkata Knight Riders,8,"Zayed Cricket Stadium, Abu Dhabi"
PWH de Silva,Kolkata Knight Riders,0,"Zayed Cricket Stadium, Abu Dhabi"
Sachin Baby,Kolkata Knight Riders,7,"Zayed Cricket Stadium, Abu Dhabi"
Shubman Gill,Royal Challengers Bangalore,48,"Zayed Cricket Stadium, Abu Dhabi"
V Kohli,Kolkata Knight Riders,5,"Zayed Cricket Stadium, Abu Dhabi"
VR Iyer,Royal Challengers Bangalore,41,"Zayed Cricket Stadium, Abu Dhabi"
YS Chahal,Kolkata Knight Riders,2,"Zayed Cricket Stadium, Abu Dhabi"
Abdul Samad,Mumbai Indians,2,"Zayed Cricket Stadium, Abu Dhabi"
Abhishek Sharma,Mumbai Indians,33,"Zayed Cricket Stadium, Abu Dhabi"
HH Pandya,Sunrisers Hyderabad,10,"Zayed Cricket Stadium, Abu Dhabi"
Ishan Kishan,Sunrisers Hyderabad,84,"Zayed Cricket Stadium, Abu Dhabi"
JDS Neesham,Sunrisers Hyderabad,0,"Zayed Cricket Stadium, Abu Dhabi"
JJ Bumrah,Sunrisers Hyderabad,5,"Zayed Cricket Stadium, Abu Dhabi"
JJ Roy,Mumbai Indians,34,"Zayed Cricket Stadium, Abu Dhabi"
JO Holder,Mumbai Indians,1,"Zayed Cricket Stadium, Abu Dhabi"
KA Pollard,Sunrisers Hyderabad,13,"Zayed Cricket Stadium, Abu Dhabi"
KH Pandya,Sunrisers Hyderabad,9,"Zayed Cricket Stadium, Abu Dhabi"
MK Pandey,Mumbai Indians,69,"Zayed Cricket Stadium, Abu Dhabi"
Mohammad Nabi,Mumbai Indians,3,"Zayed Cricket Stadium, Abu Dhabi"
NM Coulter-Nile,Sunrisers Hyderabad,3,"Zayed Cricket Stadium, Abu Dhabi"
PK Garg,Mumbai Indians,29,"Zayed Cricket Stadium, Abu Dhabi"
PP Chawla,Sunrisers Hyderabad,0,"Zayed Cricket Stadium, Abu Dhabi"
RG Sharma,Sunrisers Hyderabad,18,"Zayed Cricket Stadium, Abu Dhabi"
Rashid Khan,Mumbai Indians,9,"Zayed Cricket Stadium, Abu Dhabi"
S Kaul,Mumbai Indians,1,"Zayed Cricket Stadium, Abu Dhabi"
SA Yadav,Sunrisers Hyderabad,82,"Zayed Cricket Stadium, Abu Dhabi"
WP Saha,Mumbai Indians,2,"Zayed Cricket Stadium, Abu Dhabi"
AT Rayudu,Rajasthan Royals,2,"Zayed Cricket Stadium, Abu Dhabi"
E Lewis,Chennai Super Kings,27,"Zayed Cricket Stadium, Abu Dhabi"
F du Plessis,Rajasthan Royals,25,"Zayed Cricket Stadium, Abu Dhabi"
GD Phillips,Chennai Super Kings,14,"Zayed Cricket Stadium, Abu Dhabi"
MM Ali,Rajasthan Royals,21,"Zayed Cricket Stadium, Abu Dhabi"
RA Jadeja,Rajasthan Royals,32,"Zayed Cricket Stadium, Abu Dhabi"
RD Gaikwad,Rajasthan Royals,101,"Zayed Cricket Stadium, Abu Dhabi"
S Dube,Chennai Super Kings,64,"Zayed Cricket Stadium, Abu Dhabi"
SK Raina,Rajasthan Royals,3,"Zayed Cricket Stadium, Abu Dhabi"
SV Samson,Chennai Super Kings,28,"Zayed Cricket Stadium, Abu Dhabi"
YBK Jaiswal,Chennai Super Kings,50,"Zayed Cricket Stadium, Abu Dhabi"
AB de Villiers,Punjab Kings,23,Sharjah Cricket Stadium
AK Markram,Royal Challengers Bangalore,20,Sharjah Cricket Stadium
D Padikkal,Punjab Kings,40,Sharjah Cricket Stadium
DT Christian,Punjab Kings,0,Sharjah Cricket Stadium
GHS Garton,Punjab Kings,0,Sharjah Cricket Stadium
GJ Maxwell,Punjab Kings,57,Sharjah Cricket Stadium
HV Patel,Punjab Kings,1,Sharjah Cricket Stadium
Harpreet Brar,Royal Challengers Bangalore,3,Sharjah Cricket Stadium
KL Rahul,Royal Challengers Bangalore,39,Sharjah Cricket Stadium
M Shahrukh Khan,Royal Challengers Bangalore,16,Sharjah Cricket Stadium
MA Agarwal,Royal Challengers Bangalore,57,Sharjah Cricket Stadium
MC Henriques,Royal Challengers Bangalore,12,Sharjah Cricket Stadium
N Pooran,Royal Challengers Bangalore,3,Sharjah Cricket Stadium
SN Khan,Royal Challengers Bangalore,0,Sharjah Cricket Stadium
Shahbaz Ahmed,Punjab Kings,8,Sharjah Cricket Stadium
V Kohli,Punjab Kings,25,Sharjah Cricket Stadium
AT Rayudu,Sunrisers Hyderabad,17,Sharjah Cricket Stadium
Abdul Samad,Chennai Super Kings,18,Sharjah Cricket Stadium
Abhishek Sharma,Chennai Super Kings,18,Sharjah Cricket Stadium
B Kumar,Chennai Super Kings,2,Sharjah Cricket Stadium
F du Plessis,Sunrisers Hyderabad,41,Sharjah Cricket Stadium
JJ Roy,Chennai Super Kings,2,Sharjah Cricket Stadium
JO Holder,Chennai Super Kings,5,Sharjah Cricket Stadium
KS Williamson,Chennai Super Kings,11,Sharjah Cricket Stadium
MM Ali,Sunrisers Hyderabad,17,Sharjah Cricket Stadium
MS Dhoni,Sunrisers Hyderabad,14,Sharjah Cricket Stadium
PK Garg,Chennai Super Kings,7,Sharjah Cricket Stadium
RD Gaikwad,Sunrisers Hyderabad,45,Sharjah Cricket Stadium
Rashid Khan,Chennai Super Kings,17,Sharjah Cricket Stadium
SK Raina,Sunrisers Hyderabad,2,Sharjah Cricket Stadium
WP Saha,Chennai Super Kings,44,Sharjah Cricket Stadium
AR Patel,Kolkata Knight Riders,0,Sharjah Cricket Stadium
Avesh Khan,Kolkata Knight Riders,5,Sharjah Cricket Stadium
EJG Morgan,Delhi Capitals,0,Sharjah Cricket Stadium
K Rabada,Kolkata Knight Riders,0,Sharjah Cricket Stadium
KD Karthik,Delhi Capitals,12,Sharjah Cricket Stadium
Lalit Yadav,Kolkata Knight Riders,0,Sharjah Cricket Stadium
N Rana,Delhi Capitals,36,Sharjah Cricket Stadium
R Ashwin,Kolkata Knight Riders,9,Sharjah Cricket Stadium
RA Tripathi,Delhi Capitals,9,Sharjah Cricket Stadium
RR Pant,Kolkata Knight Riders,39,Sharjah Cricket Stadium
S Dhawan,Kolkata Knight Riders,24,Sharjah Cricket Stadium
SO Hetmyer,Kolkata Knight Riders,4,Sharjah Cricket Stadium
SP Narine,Delhi Capitals,21,Sharjah Cricket Stadium
SPD Smith,Kolkata Knight Riders,39,Sharjah Cricket Stadium
SS Iyer,Kolkata Knight Riders,1,Sharjah Cricket Stadium
Shubman Gill,Delhi Capitals,30,Sharjah Cricket Stadium
TG Southee,Delhi Capitals,3,Sharjah Cricket Stadium
VR Iyer,Delhi Capitals,14,Sharjah Cricket Stadium
C Sakariya,Mumbai Indians,6,Sharjah Cricket Stadium
DA Miller,Mumbai Indians,15,Sharjah Cricket Stadium
E Lewis,Mumbai Indians,24,Sharjah Cricket Stadium
GD Phillips,Mumbai Indians,4,Sharjah Cricket Stadium
HH Pandya,Rajasthan Royals,5,Sharjah Cricket Stadium
Ishan Kishan,Rajasthan Royals,50,Sharjah Cricket Stadium
K Yadav,Mumbai Indians,0,Sharjah Cricket Stadium
Mustafizur Rahman,Mumbai Indians,8,Sharjah Cricket Stadium
R Tewatia,Mumbai Indians,12,Sharjah Cricket Stadium
RG Sharma,Rajasthan Royals,22,Sharjah Cricket Stadium
S Dube,Mumbai Indians,3,Sharjah Cricket Stadium
S Gopal,Mumbai Indians,0,Sharjah Cricket Stadium
SA Yadav,Rajasthan Royals,13,Sharjah Cricket Stadium
SV Samson,Mumbai Indians,3,Sharjah Cricket Stadium
YBK Jaiswal,Mumbai Indians,12,Sharjah Cricket Stadium
AK Markram,Chennai Super Kings,13,Dubai International Cricket Stadium
AT Rayudu,Punjab Kings,4,Dubai International Cricket Stadium
DJ Bravo,Punjab Kings,4,Dubai International Cricket Stadium
F du Plessis,Punjab Kings,76,Dubai International Cricket Stadium
KL Rahul,Chennai Super Kings,98,Dubai International Cricket Stadium
M Shahrukh Khan,Chennai Super Kings,8,Dubai International Cricket Stadium
MA Agarwal,Chennai Super Kings,12,Dubai International Cricket Stadium
MC Henriques,Chennai Super Kings,3,Dubai International Cricket Stadium
MM Ali,Punjab Kings,0,Dubai International Cricket Stadium
MS Dhoni,Punjab Kings,12,Dubai International Cricket Stadium
RA Jadeja,Punjab Kings,15,Dubai International Cricket Stadium
RD Gaikwad,Punjab Kings,12,Dubai International Cricket Stadium
RV Uthappa,Punjab Kings,2,Dubai International Cricket Stadium
SN Khan,Chennai Super Kings,0,Dubai International Cricket Stadium
AB de Villiers,Sunrisers Hyderabad,19,"Zayed Cricket Stadium, Abu Dhabi"
Abdul Samad,Royal Challengers Bangalore,1,"Zayed Cricket Stadium, Abu Dhabi"
Abhishek Sharma,Royal Challengers Bangalore,13,"Zayed Cricket Stadium, Abu Dhabi"
D Padikkal,Sunrisers Hyderabad,41,"Zayed Cricket Stadium, Abu Dhabi"
DT Christian,Sunrisers Hyderabad,1,"Zayed Cricket Stadium, Abu Dhabi"
GHS Garton,Sunrisers Hyderabad,2,"Zayed Cricket Stadium, Abu Dhabi"
GJ Maxwell,Sunrisers Hyderabad,40,"Zayed Cricket Stadium, Abu Dhabi"
JJ Roy,Royal Challengers Bangalore,44,"Zayed Cricket Stadium, Abu Dhabi"
JO Holder,Royal Challengers Bangalore,16,"Zayed Cricket Stadium, Abu Dhabi"
KS Bharat,Sunrisers Hyderabad,12,"Zayed Cricket Stadium, Abu Dhabi"
KS Williamson,Royal Challengers Bangalore,31,"Zayed Cricket Stadium, Abu Dhabi"
PK Garg,Royal Challengers Bangalore,15,"Zayed Cricket Stadium, Abu Dhabi"
Rashid Khan,Royal Challengers Bangalore,7,"Zayed Cricket Stadium, Abu Dhabi"
Shahbaz Ahmed,Sunrisers Hyderabad,14,"Zayed Cricket Stadium, Abu Dhabi"
V Kohli,Sunrisers Hyderabad,5,"Zayed Cricket Stadium, Abu Dhabi"
WP Saha,Royal Challengers Bangalore,10,"Zayed Cricket Stadium, Abu Dhabi"
AF Milne,Kolkata Knight Riders,1,"Zayed Cricket Stadium, Abu Dhabi"
EJG Morgan,Mumbai Indians,7,"Zayed Cricket Stadium, Abu Dhabi"
Ishan Kishan,Kolkata Knight Riders,14,"Zayed Cricket Stadium, Abu Dhabi"
KA Pollard,Kolkata Knight Riders,21,"Zayed Cricket Stadium, Abu Dhabi"
KH Pandya,Kolkata Knight Riders,12,"Zayed Cricket Stadium, Abu Dhabi"
N Rana,Mumbai Indians,5,"Zayed Cricket Stadium, Abu Dhabi"
